name,episode_title,location,sub_location,time
Ned Umber,Winterfell,The North,Last Hearth,61
Jaime Lannister,Winterfell,The North,Winter Town,14
Jaime Lannister,Winterfell,The North,Winterfell,41
Jaime Lannister,Winterfell,The North,Winterfell,19
Bran Stark,Winterfell,The North,Winterfell,19
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,247
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,247
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,247
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,247
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,247
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,247
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,247
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,247
Alys Karstark,A Knight of the Seven Kingdoms,The North,Winterfell,247
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,247
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,247
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,247
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,247
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,247
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,247
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,26
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,26
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,26
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,26
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,26
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,26
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,26
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,26
Alys Karstark,A Knight of the Seven Kingdoms,The North,Winterfell,26
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,26
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,26
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,26
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,26
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,26
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,26
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,9
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,9
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,9
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,9
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,9
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,9
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,9
Alys Karstark,A Knight of the Seven Kingdoms,The North,Winterfell,9
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,9
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,9
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,9
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,9
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,9
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,9
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,5
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,5
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,5
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,5
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,5
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,5
Alys Karstark,A Knight of the Seven Kingdoms,The North,Winterfell,5
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,5
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,5
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,5
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,5
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,5
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,5
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,10
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,10
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,10
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,10
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,10
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,10
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,10
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,6
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,6
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,6
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,6
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,6
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,6
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,18
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,18
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,18
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,18
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,11
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,11
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,11
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,27
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,136
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,136
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,82
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,82
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,24
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,87
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,87
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,55
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,55
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,5
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,5
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,10
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,10
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,10
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,10
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,10
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,5
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,24
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,24
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,24
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,77
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,77
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,80
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,80
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,34
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,34
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,34
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,206
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,206
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,6
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,6
Maester Wolkan,A Knight of the Seven Kingdoms,The North,Winterfell,6
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,64
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,64
Maester Wolkan,A Knight of the Seven Kingdoms,The North,Winterfell,64
Theon Greyjoy,A Knight of the Seven Kingdoms,The North,Winterfell,64
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,41
Gilly,A Knight of the Seven Kingdoms,The North,Winterfell,41
Fergus,A Knight of the Seven Kingdoms,The North,Winterfell,41
Gilly,A Knight of the Seven Kingdoms,The North,Winterfell,11
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,54
Teela,A Knight of the Seven Kingdoms,The North,Winterfell,54
Gilly,A Knight of the Seven Kingdoms,The North,Winterfell,54
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,5
Gilly,A Knight of the Seven Kingdoms,The North,Winterfell,5
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,16
Eddison Tollett,A Knight of the Seven Kingdoms,The North,Winterfell,16
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,16
Beric Dondarrion,A Knight of the Seven Kingdoms,The North,Winterfell,16
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,54
Eddison Tollett,A Knight of the Seven Kingdoms,The North,Winterfell,54
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,54
Beric Dondarrion,A Knight of the Seven Kingdoms,The North,Winterfell,54
Tormund Giantsbane,A Knight of the Seven Kingdoms,The North,Winterfell,54
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,6
Fergus,A Knight of the Seven Kingdoms,The North,Winterfell,4
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,187
Theon Greyjoy,A Knight of the Seven Kingdoms,The North,Winterfell,187
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,187
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,187
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,187
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,187
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,187
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,187
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,187
Yohn Royce,A Knight of the Seven Kingdoms,The North,Winterfell,187
Alys Karstark,A Knight of the Seven Kingdoms,The North,Winterfell,187
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,187
Lord Varys,A Knight of the Seven Kingdoms,The North,Winterfell,187
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,187
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,187
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,187
Tormund Giantsbane,A Knight of the Seven Kingdoms,The North,Winterfell,187
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,187
Beric Dondarrion,A Knight of the Seven Kingdoms,The North,Winterfell,187
Qhono,A Knight of the Seven Kingdoms,The North,Winterfell,187
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,187
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,3
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,3
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,3
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,3
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,5
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,5
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,5
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,32
Bran Stark,A Knight of the Seven Kingdoms,The North,Winterfell,32
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,13
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,11
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,73
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,73
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,37
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,37
Ghost,A Knight of the Seven Kingdoms,The North,Winterfell,37
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,92
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,92
Ghost,A Knight of the Seven Kingdoms,The North,Winterfell,92
Eddison Tollett,A Knight of the Seven Kingdoms,The North,Winterfell,92
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,81
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,81
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,49
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,49
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,49
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,49
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,109
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,109
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,109
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,109
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,109
Tormund Giantsbane,A Knight of the Seven Kingdoms,The North,Winterfell,109
Sandor Clegane,A Knight of the Seven Kingdoms,The North,Winterfell,82
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,82
Sandor Clegane,A Knight of the Seven Kingdoms,The North,Winterfell,80
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,80
Beric Dondarrion,A Knight of the Seven Kingdoms,The North,Winterfell,80
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,5
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,27
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,27
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,48
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,48
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,104
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,104
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,250
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,250
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,250
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,250
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,250
Tormund Giantsbane,A Knight of the Seven Kingdoms,The North,Winterfell,250
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,45
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,45
Lyanna Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,45
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,93
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,93
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,57
Jaime Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,57
Brienne of Tarth,A Knight of the Seven Kingdoms,The North,Winterfell,57
Podrick Payne,A Knight of the Seven Kingdoms,The North,Winterfell,57
Davos Seaworth,A Knight of the Seven Kingdoms,The North,Winterfell,57
Tormund Giantsbane,A Knight of the Seven Kingdoms,The North,Winterfell,57
Samwell Tarly,A Knight of the Seven Kingdoms,The North,Winterfell,4
Gilly,A Knight of the Seven Kingdoms,The North,Winterfell,4
Baby Sam,A Knight of the Seven Kingdoms,The North,Winterfell,4
Sansa Stark,A Knight of the Seven Kingdoms,The North,Winterfell,14
Theon Greyjoy,A Knight of the Seven Kingdoms,The North,Winterfell,14
Arya Stark,A Knight of the Seven Kingdoms,The North,Winterfell,7
Gendry,A Knight of the Seven Kingdoms,The North,Winterfell,7
Missandei,A Knight of the Seven Kingdoms,The North,Winterfell,19
Grey Worm,A Knight of the Seven Kingdoms,The North,Winterfell,19
Jorah Mormont,A Knight of the Seven Kingdoms,The North,Winterfell,8
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,200
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,200
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,19
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,19
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,19
Daenerys Targaryen,A Knight of the Seven Kingdoms,The North,Winterfell,14
Jon Snow,A Knight of the Seven Kingdoms,The North,Winterfell,14
Tyrion Lannister,A Knight of the Seven Kingdoms,The North,Winterfell,14
White Walker,A Knight of the Seven Kingdoms,The North,Outside Winterfell,27
Samwell Tarly,The Long Night,The North,Winterfell,41
Samwell Tarly,The Long Night,The North,Winterfell,4
Samwell Tarly,The Long Night,The North,Winterfell,4
Lyanna Mormont,The Long Night,The North,Winterfell,4
Tyrion Lannister,The Long Night,The North,Winterfell,27
Tyrion Lannister,The Long Night,The North,Winterfell,5
Bran Stark,The Long Night,The North,Winterfell,5
Theon Greyjoy,The Long Night,The North,Winterfell,5
Alys Karstark,The Long Night,The North,Winterfell,5
Tyrion Lannister,The Long Night,The North,Winterfell,4
Bran Stark,The Long Night,The North,Winterfell,7
Theon Greyjoy,The Long Night,The North,Winterfell,7
Alys Karstark,The Long Night,The North,Winterfell,7
Davos Seaworth,The Long Night,The North,Winterfell,7
Davos Seaworth,The Long Night,The North,Winterfell,3
Sansa Stark,The Long Night,The North,Winterfell,3
Arya Stark,The Long Night,The North,Winterfell,3
Sansa Stark,The Long Night,The North,Winterfell,11
Arya Stark,The Long Night,The North,Winterfell,11
Drogon,The Long Night,The North,Winterfell,4
Rhaegal,The Long Night,The North,Winterfell,4
Podrick Payne,The Long Night,The North,Winterfell,6
Brienne of Tarth,The Long Night,The North,Winterfell,6
Jaime Lannister,The Long Night,The North,Winterfell,6
Grey Worm,The Long Night,The North,Winterfell,4
Tormund Giantsbane,The Long Night,The North,Winterfell,20
Beric Dondarrion,The Long Night,The North,Winterfell,20
Sandor Clegane,The Long Night,The North,Winterfell,20
Gendry,The Long Night,The North,Winterfell,20
